base	reading	count
盟	ちか	1
言	こと	1
葉草	はぐさ	1
多	さは	1
摂海	せつかい	1
青蓮院流	しようれんいんりゆう	1
弔	とむら	1
主水	もんどの	1
宍戸備後助	ししどびんごのすけ	1
璣	たまき	1
雲	ぐも	1
花昌町	かしようちよう	1
醒	さめ	1
井	い	1
東雲	しののめ	1
金	こがね	1
振舞	ふるまい	1
山繭	やままゆ	1
申付	もうしつけ	1
銚子	ちようし	1
廓	くるわ	1
慍	いか	1
魘	おそ	1
縁起	えんぎ	1
暁方	あけがた	1
床入	とこい	1
躾	しつけ	1
刑部	ぎようぶ	1
唐傘	からかさ	1
宙空	ちゆうくう	1
泥濘	ぬかるみ	1
背	うし	1
十津川	とつがわ	1
光顕	みつあき	1
蜘蛛	くも	1
龕燈	がんどう	1
砦	とりで	1
年貢	ねんぐ	1
旨	うま	1
馬糞	まぐそ	1
渾身	こんしん	1
功者	こうしや	1
甲	こう	1
印籠	いんろう	1
内井戸	うちいど	1
内儀	ないぎ	1
鉄釉	てつゆう	1
金創	きんそう	1
白愈膏	びやくゆこう	1
蝋燭	ろうそく	1
遠灯	とおび	1
襲	かさ	1
襦袢	じゆばん	1
晒	さらし	1
浅草寺	せんそうじ	1
瞬	まばた	1
汚	けが	1
眩	くら	1
差配	やもり	1
質舗	しちみせ	1
火熨斗	ひのし	1
物	もの	1
柄巻	つかまき	1
紅霞	こうか	1
良道	ながみち	1
円山派	まるやまは	1
収入	みいり	1
師走	しわす	1
惻隠	そくいん	1
底	てい	1
壱岐守	いきのかみ	1
長人	ちようじん	1
幕下	ばつか	1
得体	えたい	1
真臣	さねおみ	1
長行	ながみち	1
木強漢	ぼつきようかん	1
御直参	ごじきさん	1
脱藩	くにぬ	1
訣別	けつべつ	1
結構人	けつこうじん	1
泉涌寺	せんにゆうじ	1
灌木	かんぼく	1
大紅葉	いちぎよういん	1
秦林親	はたしげちか	1
露顕	ばれ	1
莨	たばこ	1
流寓	りゆうぐう	1
吐月峰	はいふき	1
隊内	なか	1
赤光	しやくこう	1
西山	にしやま	1
東洞院	ひがしのとういん	1
六角	ろつかく	1
水口藩	みなぐちはん	1
忍藩	おしはん	1
蛸薬師	たこやくし	1
化粧	けわい	1
市井	しせい	1
高幡不動	たかはたふどう	1
懐	なつ	1
適	かな	1
貴種	きしゆ	1
魅	ひ	1
館	やかた	1
越後屋町	えちごやまち	1
冥加	みようが	1
修法	しゆほう	1
助人	すけつと	1
陥穽	かんせい	1
沖天	ちゆうてん	1
燻	いぶ	1
酢	す	1
天誅	てんちゆう	1
憎態	にくてい	1
奴	め	1
杵柄	きねづか	1
二条堤	にじようづつみ	1
中洲	なかす	1
葦	あし	1
草叢	くさむら	1
空	あき	1
滑稽劇	にわか	1
平押	ひらお	1
煮湯	にえゆ	1
両拳	りようこぶし	1
戞	か	1
裏鎬	うらしのぎ	1
中空	ちゆうくう	1
真向	まつこう	1
臥	ふ	1
厩舎	うまや	1
逸物	いちもつ	1
釜座	かまんざ	1
衣棚	ころものたな	1
甲高	かんだか	1
梟首	さらしくび	1
同僚	なかま	1
益	えき	1
御幸町	ごこうまち	1
一穂	いつすい	1
灯	ひ	1
面持	おももち	1
嵐峡	らんきよう	1
韻事	いんじ	1
何字	なんじ	1
容姿	かおかたち	1
毛内	もうない	1
気	け	1
頓挫	とんざ	1
木遣	きや	1
比々	ひひ	1
先陣	さきがけ	1
罷越	まかりこ	1
首足	しゆそく	1
処	ところ	1
異	こと	1
沮	はば	1
終	つい	1
衛士	えじ	1
梅雨	つゆ	1
寂寞	せきばく	1
端居	はしい	1
嬶	かかア	1
下染屋	しもそめや	1
粕谷	かすや	1
良循	りようじゆん	1
素封家	そほうか	1
鼾	いびき	1
奇矯	ききよう	1
大御番組頭取	おおごばんぐみとうどり	1
顕職	けんしよく	1
陪臣	またもの	1
冒	おか	1
小荷駄方	こにだがた	1
利通	としみち	1
幔幕	まんまく	1
言伝	ことづけ	1
俯	ふ	1
籠	こも	1
攪乱	こうらん	1
姿	なり	1
御定法	ごじようほう	1
装束	こしらえ	1
関札	せきふだ	1
上背	うわぜい	1
単衣	ひとえ	1
婢女	はしため	1
菰田	こもだ	1
鉄砲洲	てつぽうず	1
瓊子	たまこ	1
剣呑	けんのん	1
猛	たけ	1
頭	ず	1
姪	めい	1
櫛笄	くしこうがい	1
楓	かえで	1
破笑	わら	1
縁談	はなし	1
担	にな	1
慶喜	よしのぶ	1
濛気	もうき	1
京	ここ	1
棟梁	とうりよう	1
不易	ふえき	1
易	かわ	1
摂津	せつつ	1
凍	い	1
愚昧	ぐまい	1
天水桶	てんすいおけ	1
竹生島	ちくぶじま	1
大伽藍	だいがらん	1
駕	かご	1
舁	か	1
手練	てだれ	1
巨魁	きよかい	1
徐	しず	1
岡目八目流	おかめはちもくりゆう	1
謂	い	1
侵掠	しんりやく	1
疾	はや	1
雷震	らいしん	1
誅	ちゆう	1
価	あたい	1
陋固	ろうこ	1
駐	とど	1
本性	ほんしよう	1
情	じよう	1
歔欷	きよき	1
千本町	せんぼんちよう	1
御所方	ごしよがた	1
賄方	まかないかた	1
率	ひき	1
西宮	にしのみや	1
浜	はま	1
怖	こわ	1
打出浜	うちでのはま	1
偉方	えらがた	1
何梯団目	なんていだんめ	1
今昔	こんじやく	1
目	め	1
傘	がさ	1
中年増	ちゆうどしま	1
油桐屋	ゆとうや	1
字	じ	1
引鉄	ひきがね	1
肩胛骨	けんこうこつ	1
羊羹型	ようかんがた	1
葭島	よしじま	1
錆	さ	1
鉛弾	えんだん	1
摂	と	1
逗子	ずし	1
語彙	ごい	1
障	さわ	1
頽勢	たいせい	1
具視	ともみ	1
八面六臂	はちめんろつぴ	1
討薩表	とうさつひよう	1
強訴	ごうそ	1
正質	まさただ	1
卦	け	1
諳	そら	1
友実	ともざね	1
城	じよう	1
掠	かす	1
生得	しようとく	1
戎装	じゆうそう	1
白洲	しらす	1
樗	おうち	1
東寺	とうじ	1
鎮雄	しずお	1
道貫	みちつら	1
内匠	たくみ	1
顕義	あきよし	1
梧楼	ごろう	1
干城	たてき	1
元治	もとはる	1
安定	やすさだ	1
一献	いつこん	1
巌	いわお	1
冗談	チヤリ	1
放列	ほうれつ	1
鎧	よろ	1
播磨	はりまの	1
椎原	しいはら	1
鋠蔵	しんぞう	1
柵門	さくもん	1
首途	かどで	1
庇	ひさし	1
憎体	にくてい	1
梃子	てこ	1
面構	つらがま	1
憎体面	にくていづら	1
五足	いつあし	1
八丁畷	はつちようなわて	1
両替町	りようがえまち	1
吉継	よしつぐ	1
大御番組	おおごばんぐみ	1
威猛高	いたけだか	1
豊前守	ぶぜんのかみ	1
歩兵	やつら	1
分	ぶ	1
水郷	すいごう	1
天佑	てんゆう	1
近江	おうみの	1
骨柄	こつがら	1
鎮章	しずあき	1
淀堤	よどづつみ	1
仁和寺宮	にんなじのみや	1
挟撃	きようげき	1
貌	かお	1
精	せい	1
根	こん	1
金城湯池	きんじようとうち	1
聞多	もんた	1
馨	かおる	1
若州	じやくしゆう	1
畿内	きない	1
惨	さん	1
元込銃	もとごめじゆう	1
噛	か	1
内本町	うちほんまち	1
谷町筋	たにまちすじ	1
豪毅	ごうき	1
活	い	1
沈丁花	じんちようげ	1
慶喜	うえさま	1
御馬標	おうまじるし	1
沈毅	ちんき	1
誰何	すいか	1
光圀	みつくに	1
緻密	ちみつ	1
八幡	やはた	1
物語	すじ	1
美作	みまさかの	1
守氏裕	かみうじひろ	1
大御番組頭	おおごばんぐみがしら	1
新種	しんしゆ	1
和綴木版刷	わとじもくはんず	1
富士山丸	ふじやままる	1
四字	よじ	1
濠端	ほりばた	1
御定番	ごじようばん	1
生	お	1
北郭	きたくるわ	1
鴎	かもめ	1
動悸	どうき	1
丑ノ刻	ごぜんにじ	1
通	かよ	1
蛇	くちなわ	1
鬱然	うつぜん	1
西昭庵	さいしようあん	1
小径	こみち	1
酒代	さかて	1
浪華	なにわ	1
行体	ぎようてい	1
遠近	おちこち	1
木魚	もくぎよ	1
誦	ず	1
日没偈	にちもつげ	1
山中	さんちゆう	1
籬	まがき	1
北摂	ほくせつ	1
家隆	いえたか	1
新古今集	しんこきんしゆう	1
撰	せん	1
難波	なにわ	1
庵	いおり	1
日想観	につそうかん	1
拝	おが	1
内儀	おかみ	1
柴折戸	しおりど	1
樟	くす	1
木下闇	このしたやみ	1
家隆塚	かりゆうづか	1
弥陀	みだ	1
御国	みくに	1
自然	じねん	1
声音	こわね	1
堪能	たんのう	1
上手	じようず	1
昵	なじ	1
女人	によにん	1
二夜	ふたよ	1
洩	も	1
点	つ	1
経	た	1
寂光	じやくこう	1
喫	の	1
陸奥	むつ	1
松風	まつかぜ	1
一期	いちご	1
流離	りゆうり	1
赫	あか	1
岩絵具	いわえのぐ	1
蛾眉	がび	1
抜錨	ばつびよう	1
錨	いかり	1
堵列	とれつ	1
軍艦	ふね	1
喇叭	らつぱ	1
肥田	ひだ	1
憔悴	しようすい	1
溝壑	こうがく	1
元	くび	1
溝	みぞ	1
汽罐	かま	1
厨房	ちゆうぼう	1
吐瀉	としや	1
品川宿	しながわじゆく	1
伊予塩飽	いよしあく	1
掻巻	かいまき	1
鍬次郎	くわじろう	1
芙蓉	ふよう	1
間	ま	1
祐邦	すけくに	1
化	な	1
柄	がら	1
長棒引戸	ながぼうひきど	1
権現様	ごんげんさま	1
相馬	そうま	1
乾	いぬい	1
尚	なお	1
踴躍	ようやく	1
鯨海酔侯	げいかいすいこう	1
戦	いく	1
場	ば	1
夜	よる	1
籬蔭	りいん	1
縮緬地	ちりめんじ	1
母衣	ほろ	1
書院番頭	しよいんばんがしら	1
葵	あおい	1
隊	たい	1
銃把	じゆうは	1
駒飼	こまかい	1
菜葉隊	なつぱたい	1
白	しら	1
輩	やから	1
可致	いたすべき	1
者也	ものなり	1
雨宮	あめのみや	1
里正	りせい	1
柏尾	かしお	1
神願沢	じんがんざわ	1
鹿砦	ろくさい	1
臥射	ねうち	1
立射	たちうち	1
五吉郎	ごきちろう	1
日川	ひかわ	1
白兵	はくひよう	1
近習	きんじゆう	1
稜線	りようせん	1
撃	う	1
痕	あと	1
和泉	いずみ	1
橋	ばし	1
饐	す	1
深谷	ふかや	1
主膳正	しゆぜんのしよう	1
諭	さと	1
首魁	しゆかい	1
言質	げんち	1
篆額	てんがく	1
御揮毫	ごきごう	1
芳賀宜通	はがよしみち	1
袂別	べいべつ	1
下総	しもうさ	1
磽确	こうかく	1
手配	てくば	1
煽	あお	1
茎	くき	1
榛	はん	1
行徳	ぎようとく	1
関宿	せきやど	1
味醂	みりん	1
怖	おそ	1
宿々	しゆくじゆく	1
駿府	すんぷ	1
疥癬	かいせん	1
薩摩訛	さつまなま	1
御旗扱	おはたあつかい	1
古河	こが	1
粕壁	かすかべ	1
厩舎	きゆうしや	1
申	も	1
丑満	うしみつ	1
駿河台	するがだい	1
行李	こうり	1
韮山笠	にらやまがさ	1
葺屋町	ふきやまち	1
向島	むこうじま	1
白皙	はくせき	1
赤穂	あこう	1
緒方洪庵塾	おがたこうあんじゆく	1
卿	けい	1
泥濘	でいねい	1
小山	おやま	1
結城	ゆうき	1
悌二	ていじ	1
総帥	そうすい	1
物識	ものし	1
闖入	ちんにゆう	1
憫笑	びんしよう	1
天嶮	てんけん	1
見	み	1
鹵獲	ろかく	1
鬼怒川	きぬがわ	1
蓼沼	たでぬま	1
濠	ほり	1
陥	お	1
櫓	やぐら	1
獲	う	1
鹿沼	かぬま	1
赤備	あかぞな	1
衝鋒隊	しようほうたい	1
栃木	とちぎ	1
拍	う	1
彼我	ひが	1
空濠	からぼり	1
業	ごう	1
界隈	かいわい	1
典医頭	てんいのかみ	1
効	き	1
獣肉	ももんじ	1
林	う	1
郎	ち	1
素人	しろうと	1
要	かなめ	1
納	しま	1
良人	うち	1
尾国峠	おぐにとうげ	1
炙	あぶ	1
端唄	はうた	1
拳固	げんこ	1
実	みの	1
梁	はり	1
香華	こうげ	1
看取	みと	1
菩提寺	ぼだいじ	1
朽	く	1
房良	かねよし	1
斯名	このな	1
籍々	せきせき	1
由木	ゆき	1
剽軽	ひようきん	1
諾斎	だくさい	1
真先	まつさき	1
国分町	こくぶんちよう	1
陸奥守慶邦	むつのかみよしくに	1
強悍	きようかん	1
組糸	くみいと	1
蟠竜丸	ばんりゆうまる	1
咸臨丸	かんりんまる	1
寒風沢港	さぶさわこう	1
郁之助	いくのすけ	1
釜次郎	かまじろう	1
西	かさい	1
恂太郎	じゆんたろう	1
傲然	ごうぜん	1
陸奥守	むつのかみ	1
斫	き	1
鍔元	つばもと	1
生兵法	なまびようほう	1
秉	と	1
味方	くみ	1
風采	ふうさい	1
大条	おおえだ	1
斗筲	としよう	1
主檣頭	メインマスト	1
裃	かみしも	1
面魂	つらだましい	1
旧	もと	1
海霧	ガス	1
面長	おもなが	1
備後国	びんごのくに	1
郡奉行	こおりぶぎよう	1
忠敬	ただたか	1
武規	たけのり	1
生粋	きつすい	1
丁墺	ていおう	1
墺普	おうふ	1
往事茫々	おうじぼうぼう	1
織部正利熙	おりべのしようとしひろ	1
五稜郭	ごりようかく	1
公考	きんなる	1
輔	たす	1
鳳凰	ほうおう	1
宮古湾	みやこわん	1
海蝕崖	かいしよくがい	1
立埼	たちがさき	1
尋	ひろ	1
鍬崎	くわざき	1
狭隘部	きようあいぶ	1
蓄	たくわ	1
衒学	げんがく	1
蒸気罐	じようきがま	1
碇泊	ていはく	1
丸奪	まるど	1
臍下丹田	せいかたんでん	1
稀有	けう	1
細面	ほそおもて	1
齢	とし	1
印可	しるし	1
入隊	はい	1
伝染	うつ	1
鷲	わし	1
木	き	1
蝦夷人	アイヌ	1
松前藩	まつまえはん	1
崇広	たかひろ	1
白堊	はくあ	1
知内	しりうち	1
加農	カノン	1
砲	ほう	1
搦手	からめて	1
燧石式	ひうちいししき	1
微塵	みじん	1
江差	えさし	1
海軍頭	かいぐんがしら	1
大隈	おおくま	1
重信	しげのぶ	1
鋲	びよう	1
東艦	あずまかん	1
倭寇	わこう	1
接舷攻撃	アボルダージ・ボールデイング	1
谷元	たにもと	1
隈崎	くまざき	1
長生	ながなり	1
強	し	1
火蓋	ひぶた	1
時化	しけ	1
斬撃	ざんげき	1
臍	へそ	1
神木隊	しんぼくたい	1
鍽之助	せんのすけ	1
蝦夷地	えぞち	1
久慈	くじ	1
鮫	さめ	1
艦橋	ブリツジ	1
矢田堀	やたぼり	1
鴻	こう	1
唯々	いい	1
偵察	ものみ	1
海原	うなばら	1
鎧武者	よろいむしや	1
汽罐焚	かまた	1
癇	かん	1
俺	おい	1
坅門隊	あなもんたい	1
野戦速射砲	ガツトリング・ガン	1
三十分	はんじ	1
蔵	しま	1
閉伊崎	へいさき	1
擲弾	てきだん	1
実霰合装	じつさんがつそう	1
哨兵	しようへい	1
犬吠岬	いぬぼうざき	1
前檣	ぜんしよう	1
驚愕	きようがく	1
接舷襲撃	アボルダージ	1
鉄砲弾	てつぽうだま	1
機関砲	ガツトリング・ガン	1
屍山血河	しざんけつが	1
癇症	かんしよう	1
羅紗切	ラシヤぎ	1
目庇	まびさし	1
鐙	あぶみ	1
内	うち	1
透	すか	1
矢立	やたて	1
桟橋	さんばし	1
碧	あお	1
櫂	かい	1
漕	こ	1
髪	ぐし	1
領事	ミニストル	1
反芻	はんすう	1
破顔	わら	1
詞藻	しそう	1
幾齣	いくこま	1
期	ご	1
瞑	つむ	1
乙部	おとべ	1
穿	うが	1
巷	ちまた	1
馬嚢	ばのう	1
二分金	にぶきん	1
蝦夷	えぞ	1
宿場	しゆくば	1
小切	こぎれ	1
頼上候	たのみあげそろ	1
戞々	かつかつ	1
砂原	さはら	1
矢不来	やふらい	1
二股口	ふたまたぐち	1
心形	しんぎよう	1
伊庭	いば	1
撫	ぶ	1
嘻々	きき	1
松樹山	しようじゆざん	1
鶉越	うずらごえ	1
袴腰山	はかまごしやま	1
桂岳	かつらだけ	1
芸術家	あるていすと	1
窮鼠	きゆうそ	1
勁敵	けいてき	1
掃蕩	そうとう	1
緋羅紗	ひラシヤ	1
銷沈	しようちん	1
千代	ちよ	1
岱	たい	1
気配	けはい	1
怨霊	おんりよう	1
床	ゆか	1
鍔	つば	1
偸安	とうあん	1
面妖	おか	1
具申	ぐしん	1
今朝	けさ	1
立川	たちかわ	1
鷹林	たかばやし	1
居	い	1
菩提	ぼだい	1
論理	すじだて	1
明晰	めいせき	1
降	くだ	1
屍	かばね	1
曳行	えいこう	1
布	し	1
吶喊	とつかん	1
日照雨	そばえ	1
頑癖	がんぺき	1
枷	かせ	1
殺陣	たて	1
虜	とりこ	1
高梁	たかはし	1
惟幾	これちか	1
燃	も	1
剣	けん	1
司馬太郎	しばりようたろう	1
